128,126,2894731,#000000
129,126,2894732,#000000
130,126,2894733,#000000
131,127,2894734,#000000
132,128,2894735,#000000
132,129,2894736,#000000
132,130,2894737,#000000
133,130,2894738,#000000
133,131,2894739,#000000
134,131,2894740,#000000
135,131,2894741,#000000
136,131,2894742,#000000
137,131,2894743,#000000
138,131,2894744,#000000
139,132,2894745,#000000
140,134,2894746,#000000
140,133,2894747,#000000
140,135,2894748,#000000
140,136,2894749,#000000
140,137,2894750,#000000
140,138,2894751,#000000
140,139,2894752,#000000
139,140,2894753,#000000
138,140,2894754,#000000
137,139,2894755,#000000
136,139,2894756,#000000
136,132,2894757,#000000
136,133,2894758,#000000
136,134,2894759,#000000
136,135,2894760,#000000
136,136,2894761,#000000
136,137,2894762,#000000
136,138,2894763,#000000
137,132,2894764,#000000
138,132,2894765,#000000
139,133,2894766,#000000
139,134,2894767,#000000
139,135,2894768,#000000
139,136,2894769,#000000
138,139,2894770,#000000
139,137,2894771,#000000
139,138,2894772,#000000
139,139,2894773,#000000
138,133,2894774,#000000
137,133,2894775,#000000
137,134,2894776,#000000
137,138,2894777,#000000
135,138,2894778,#000000
134,137,2894779,#000000
133,136,2894780,#000000
132,135,2894781,#000000
133,135,2894782,#000000
131,135,2894783,#000000
133,132,2894784,#000000
133,133,2894785,#000000
133,134,2894786,#000000
134,132,2894787,#000000
135,132,2894788,#282828
135,133,2894789,#282828
135,134,2894790,#282828
134,133,2894791,#282828
134,134,2894792,#282828
134,136,2894793,#282828
135,137,2894794,#282828
134,135,2894795,#505050
135,135,2894796,#505050
135,136,2894797,#505050
128,136,2894798,#000000
129,136,2894799,#000000
130,136,2894800,#000000
126,135,2894801,#000000
127,135,2894802,#000000
125,134,2894803,#000000
124,134,2894804,#000000
127,126,2894805,#000000
126,126,2894806,#000000
125,126,2894807,#000000
125,125,2894808,#000000
124,127,2894809,#000000
124,128,2894810,#000000
123,129,2894811,#000000
123,130,2894812,#000000
122,131,2894813,#000000
122,132,2894814,#000000
122,133,2894815,#000000
122,134,2894816,#000000
123,133,2894817,#000000
123,134,2894818,#000000
123,135,2894819,#000000
126,124,2894820,#000000
126,123,2894821,#000000
127,122,2894822,#000000
128,121,2894823,#000000
129,121,2894824,#000000
130,121,2894825,#000000
131,121,2894826,#000000
132,120,2894827,#000000
133,120,2894828,#000000
134,119,2894829,#000000
134,118,2894830,#000000
135,118,2894831,#000000
136,118,2894832,#000000
137,118,2894833,#000000
138,118,2894834,#000000
139,117,2894835,#000000
139,116,2894836,#000000
139,115,2894837,#000000
139,114,2894838,#000000
139,113,2894839,#000000
138,113,2894840,#000000
