138,131,281664,#000000
137,131,281665,#000000
136,131,281666,#000000
139,132,281667,#000000
140,133,281668,#000000
140,134,281669,#000000
140,135,281670,#000000
140,136,281671,#000000
140,137,281672,#000000
140,138,281673,#000000
140,139,281674,#000000
139,140,281675,#000000
138,140,281676,#000000
137,139,281677,#000000
136,139,281678,#000000
136,138,281679,#000000
135,138,281680,#000000
134,137,281681,#000000
133,136,281682,#000000
130,136,281683,#000000
129,136,281684,#000000
128,136,281685,#000000
135,131,281686,#000000
134,131,281687,#000000
133,130,281688,#000000
132,129,281689,#000000
132,128,281690,#000000
132,135,281691,#000000
131,135,281692,#000000
131,127,281693,#000000
130,126,281694,#000000
129,126,281695,#000000
128,126,281696,#000000
127,135,281697,#000000
126,135,281698,#000000
125,134,281699,#000000
124,134,281700,#000000
123,133,281701,#000000
122,133,281702,#000000
121,132,281703,#000000
120,131,281704,#000000
127,126,281705,#000000
126,126,281706,#000000
125,125,281707,#000000
124,124,281708,#000000
124,123,281709,#000000
123,122,281710,#000000
123,121,281711,#000000
123,120,281712,#000000
119,130,281713,#000000
118,129,281714,#000000
117,128,281715,#000000
122,119,281716,#000000
122,118,281717,#000000
121,117,281718,#000000
121,116,281719,#000000
120,115,281720,#000000
120,114,281721,#000000
120,113,281722,#000000
121,112,281723,#000000
121,111,281724,#000000
122,110,281725,#000000
122,109,281726,#000000
123,108,281727,#000000
123,107,281728,#000000
124,106,281729,#000000
124,105,281730,#000000
125,104,281731,#000000
126,103,281732,#000000
127,103,281733,#000000
128,103,281734,#000000
129,103,281735,#000000
130,102,281736,#000000
131,102,281737,#000000
132,101,281738,#000000
132,100,281739,#000000
133,100,281740,#000000
134,100,281741,#000000
135,100,281742,#000000
136,100,281743,#000000
137,99,281744,#000000
137,98,281745,#000000
138,97,281746,#000000
138,96,281747,#000000
139,95,281748,#000000
139,94,281749,#000000
139,93,281750,#000000
139,92,281751,#000000
139,91,281752,#000000
139,90,281753,#000000
139,89,281754,#000000
138,88,281755,#000000
137,88,281756,#000000
136,89,281757,#000000
135,90,281758,#000000
134,91,281759,#000000
